,Name,Image,Personality Traits
507,['Rajesh Khanna'],"['https://en.wikipedia.org//wiki/File:RajeshKhanna.jpg', 'https://en.wikipedia.org//wiki/File:Rajesh_Khanna_signature.svg', 'https://en.wikipedia.org//wiki/File:Rajesh_Khanna%27s_funeral_14.jpg', 'https://en.wikipedia.org//wiki/File:Rajesh_Khanna_2013_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg', 'https://en.wikipedia.org//wiki/File:Icon_Camera.svg', 'https://en.wikipedia.org//wiki/File:Blank_television_set.svg']","['actor', 'producer', 'known for his work', 'actor', 'married', 'actress', 'actor', 'actor', 'actress', 'actor', 'generous', 'actor', 'actor', 'married', 'actor', 'director', 'married', 'successful', 'actor', 'director', 'director', 'director', 'actor', 'dedicated', 'actress', 'successful', 'comedy', 'actor', 'actor', 'actor', 'creative', 'successful', 'actress', 'married', 'actress', 'married', 'actor', 'successful', 'actor', 'actor', 'actor', 'actor', 'memorable', 'actor', 'actor']"
508,['Rajesh Khattar'],['https://en.wikipedia.org//wiki/File:RajeshKhattar01.jpg'],"['actor', 'screenwriter', 'married', 'actress', 'actor', 'actor']"
509,['Rajesh Krishnan'],['https://en.wikipedia.org//wiki/File:Rajesh_Krishnan.jpg'],"['singer', 'actor', 'singer', 'married', 'singer', 'TV anchor', 'actor', 'comedy', 'singer']"
510,['Rajit Kapur'],['https://en.wikipedia.org//wiki/File:Rajit_Kapoor.jpg'],"['actor', 'director', 'writer', 'actor', 'director']"
511,['Rajinikanth'],"['https://en.wikipedia.org//wiki/File:Rajinikanth_at_the_Inauguration_of_MGR_Statue.jpg', 'https://en.wikipedia.org//wiki/File:%E0%AE%9A%E0%AF%82%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AF%8D%E0%AE%B8%E0%AF%8D%E0%AE%9F%E0%AE%BE%E0%AE%B0%E0%AF%8D_%E0%AE%B0%E0%AE%9C%E0%AE%BF%E0%AE%A9%E0%AE%BF%E0%AE%95%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%8D_-_Actor_Rajinikanth.jpg', 'https://en.wikipedia.org//wiki/File:Rajinikanth_2010_-_still_113555_crop.jpg', 'https://en.wikipedia.org//wiki/File:Rajinikanth,_Kamal_Haasan_and_Ilaiyaraaja_At_The_Nadigar_Sangam_Protest.jpg', 'https://en.wikipedia.org//wiki/File:The_Prime_Minister,_Dr._Manmohan_Singh_presented_the_Entertainer_of_the_Year_Award_to_Shri_Rajnikanth,_at_the_%27NDTV_Indian_of_the_Year_Awards_Function%27,_in_New_Delhi_on_January_17,_2008.jpg', 'https://en.wikipedia.org//wiki/File:The_President,_Shri_Pranab_Mukherjee_presenting_the_Padma_Vibhushan_Award_to_Shri_Rajinikanth,_at_a_Civil_Investiture_Ceremony,_at_Rashtrapati_Bhavan,_in_New_Delhi_on_April_12,_2016.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Video-x-generic.svg']","['actor', 'producer', 'screenwriter', 'actor', 'actor', 'director', 'actor', 'married', 'actor', 'successful', 'responsible', 'comedy', 'actor', 'successful', 'successful', 'comedy', 'actor', 'successful', 'actor', 'responsible', 'successful', 'actor', 'actor', 'actor', 'director', 'producer', 'general', 'actor', 'actor', 'independent', 'director', 'actor', 'married', 'married', 'actor', 'director', 'producer', 'yoga', 'actor']"
512,['Ram Kapoor'],"['https://en.wikipedia.org//wiki/File:Ram_kapoor_bade_ache_lagte_ho_event.jpg', 'https://en.wikipedia.org//wiki/File:Ram_Kapoor_and_Gautami_Kapoor_at_11th_Indian_Television_Academy_Awards.jpg', 'https://en.wikipedia.org//wiki/File:Ram_Kapoor_at_12th_Indian_Television_Academy_Awards_2012.jpg']","['actor', 'actor', 'host', 'successful', 'married', 'actress']"
513,['Rajeev Verma'],['https://en.wikipedia.org//wiki/File:Rajiv_Verma.jpg'],"['actor', 'actor', 'married', 'actress', 'actor', 'actor', 'actor', 'actor', 'actor']"
514,['Rajiv Kanakala'],[],"['actor', 'married', 'actress', 'TV anchor']"
515,['Rajiv Kapoor'],"['https://en.wikipedia.org//wiki/File:Rajiv_Kapoor.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'producer', 'director', 'actor', 'director', 'married', 'actor', 'producer', 'director', 'director']"
516,['Rajkumar (actor)'],"['https://en.wikipedia.org//wiki/File:Dr.Rajkumar_(Kanndada_actor).jpg', 'https://en.wikipedia.org//wiki/File:Rajkumar_Jayanagar.JPG', 'https://en.wikipedia.org//wiki/File:Rajkumar_2009_stamp_of_India.jpg']","['actor', 'singer', 'singer', 'yoga', 'actor', 'singer', 'director', 'actress', 'actor', 'actor', 'singer', 'singer', 'married', 'actor', 'general', 'yoga', 'actor', 'outstanding', 'actor', 'actor', 'actor']"
517,['Rajneesh Duggal'],['https://en.wikipedia.org//wiki/File:Rajneesh_Duggal.jpg'],"['actor', 'comedy', 'writer', 'successful', 'successful', 'writer', 'married']"
518,['Rajpal Yadav'],['https://en.wikipedia.org//wiki/File:Rajpal_Yadav.jpg'],"['actor', 'actor', 'married']"
519,['Raju Srivastav'],['https://en.wikipedia.org//wiki/File:Raju-Srivastav.jpg'],"['actor', 'comedy', 'comedy', 'comedy', 'married']"
520,['Rakesh Bedi'],['https://en.wikipedia.org//wiki/File:Rakesh_Bedi.jpg'],"['actor', 'comedy', 'married', 'actor', 'memorable']"
521,['Rakesh Roshan'],"['https://en.wikipedia.org//wiki/File:Rakesh_Roshan_in_February_2020.jpg', 'https://en.wikipedia.org//wiki/File:Rakesh_Roshan,_Thakur_Doultani_%26_Hrithik_Roshan.jpg']","['producer', 'director', 'screenwriter', 'actor', 'comedy', 'director', 'actor', 'successful', 'successful', 'actor', 'director', 'successful', 'producer', 'director', 'director']"
522,['Ramakrishna (Kannada actor)'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'general']"
523,['Ramki'],[],"['actor', 'known for his work', 'successful', 'actor', 'actress', 'successful', 'comedy', 'actress', 'married']"
524,['Ram Charan'],"['https://en.wikipedia.org//wiki/File:Ram_Charan_at_the_grand_finale_of_Indian_Idol_Junior.jpg', 'https://en.wikipedia.org//wiki/File:Priyanka_Chopra_%26_Ram_Charan_at_Promotion_of_%27Zanjeer%27_on_Jhalak_Dikhhla_Jaa.jpg']","['actor', 'producer', 'successful', 'actor', 'successful', 'actor', 'married', 'brave', 'actor', 'singer', 'comedy', 'actor', 'producer']"
525,['Ramesh Aravind'],['https://en.wikipedia.org//wiki/File:RA_Wiki.jpg'],"['actor', 'director', 'host', 'screenwriter', 'actor', 'host', 'successful', 'host', 'hosting', 'director', 'actor', 'comedy', 'successful', 'actor', 'successful', 'comedy', 'host', 'married', 'actor', 'director', 'writer']"
526,['Ghattamaneni Ramesh Babu'],[],"['actor', 'producer', 'known for his work', 'successful', 'actor', 'actress', 'producer', 'actor', 'successful']"
527,['Ramesh Bhat'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'director']"
528,['Ramesh Deo'],"['https://en.wikipedia.org//wiki/File:RameshDeo.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'married', 'actor', 'director']"
529,['Ramesh Kanna'],[],"['director', 'actor', 'director']"
530,['Ramkumar'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'producer', 'good looks', 'actor', 'producer', 'producer', 'director', 'successful', 'successful', 'actor', 'host']"
531,['Ram Pothineni'],['https://en.wikipedia.org//wiki/File:Ram_at_Unnadi_Okate_Zindagi_interview.png'],"['actor', 'producer', 'comedy', 'producer', 'actor', 'producer', 'director', 'successful', 'beautiful']"
532,['Ranbir Kapoor'],"['https://en.wikipedia.org//wiki/File:Ranbir_Kapoor_promoting_Bombay_Velvet.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_with_family_on_Jhalak.jpg', 'https://en.wikipedia.org//wiki/File:Salman_Khan,_Sonam_Kapoor,_Ranbir_Kapoor_and_Rani_Mukherjee_at_the_audio_release_of_Saawariya.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_Kapoor_and_Priyanka_Chopra_at_GQ_Men_Awards_2010.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_Kapoor_at_the_launch_of_%27Barfi!%27_promo_10.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_Kapoor_promoting_Jagga_Jasoos.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_katrina_kapoor_christmas_lunch.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_Kapoor_at_the_NDTV_Marks_for_Sports_event_16.jpg', 'https://en.wikipedia.org//wiki/File:Ranbir_Kapoor.jpg', 'https://en.wikipedia.org//wiki/File:P_vip.svg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg', 'https://en.wikipedia.org//wiki/File:Flag_of_India.svg', 'https://en.wikipedia.org//wiki/File:Video-x-generic.svg']","['actor', 'producer', 'actor', 'director', 'comedy', 'comedy', 'actor', 'actor', 'director', 'director', 'director', 'comedy', 'director', 'lazy', 'comedy', 'director', 'actor', 'actor', 'comedy', 'humble', 'actor', 'comedy', 'actor', 'director', 'comedy', 'photographer', 'actor', 'actor', 'director', 'comedy', 'actor', 'actor', 'actor', 'actor']"
533,['Randeep Hooda'],"['https://en.wikipedia.org//wiki/File:Randeep_Hooda_promote_Old_Spice.jpg', 'https://en.wikipedia.org//wiki/File:Randeep_Lions_Gold_Awards_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Randeep_Hooda_and_Alia_Bhatt_First_look_launch_of_%27Highway%27.jpg', 'https://en.wikipedia.org//wiki/File:Randeep_Hooda_At_Motley_Theatre_Group_Press_Meet.jpg', 'https://en.wikipedia.org//wiki/File:Randeep_at_the_Raymond_National_and_Junior_National_Equestrian_Championship.jpg', 'https://en.wikipedia.org//wiki/File:Randeep_on_the_ramp.jpg']","['actor', 'known for his work', 'modelling', 'successful', 'actor', 'modelling', 'director', 'actor', 'married', 'outstanding', 'actor', 'photographer', 'painter', 'actor', 'writer', 'actor', 'actor', 'actor', 'actress']"
534,['Randhir Kapoor'],"['https://en.wikipedia.org//wiki/File:Randhir_Kapoor_in_2020.jpg', 'https://en.wikipedia.org//wiki/File:Signed_photo_of_movie_actor_Randhir_Kapoor_(1).jpg', 'https://en.wikipedia.org//wiki/File:Kareena-Randhir_at_3I_premiere.jpg']","['actor', 'producer', 'director', 'actor', 'actor', 'successful', 'director', 'comedy', 'married', 'actress', 'actor', 'producer', 'actress', 'singer', 'director', 'director', 'actor', 'actress', 'director', 'married', 'actress', 'actor', 'actor']"
535,['Ranjeet'],['https://en.wikipedia.org//wiki/File:Ranjeet_2019_(cropped).jpg'],"['actor', 'director', 'producer']"
536,['Ranveer Singh'],"['https://en.wikipedia.org//wiki/File:Ranveer_Singh_promoting_Bajirao_Mastani.jpg', 'https://en.wikipedia.org//wiki/File:Ranveer2.jpg', 'https://en.wikipedia.org//wiki/File:Ranveer_Singh,_Sanjay_Leela_Bhansali_and_Deepika_Padukone_at_RAM_LEELA%27s_trailer_launch.jpg', 'https://en.wikipedia.org//wiki/File:Ranveer_at_filmfare_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:Ranveer_Singh_and_Sara_Ali_Khan_promote_%E2%80%98Simmba%E2%80%99_at_98.3_FM_Radio_Mirchi.jpg', 'https://en.wikipedia.org//wiki/File:Deepika_Padukone_and_Ranveer_Singh_reception.jpg']","['actor', 'comedy', 'actor', 'married', 'actress', 'actor', 'actor', 'creative', 'director', 'comedy', 'director', 'actress', 'comedy', 'outstanding', 'actor', 'comedy', 'actor', 'comedy', 'actor', 'comedy', 'actor', 'comedy', 'married', 'actor', 'powerful', 'actor']"
537,['Ranvir Shorey'],['https://en.wikipedia.org//wiki/File:Ranvir_Shorey_press_meet_Blue_Mountains_(cropped).jpg'],"['actor', 'actor', 'host', 'successful', 'comedy', 'comedy', 'successful', 'actor', 'actor', 'director', 'married', 'actress']"
538,['Ravi Babu'],[],"['actor', 'director', 'producer', 'comedic', 'actor', 'director', 'producer', 'producer', 'director', 'director', 'host', 'producer', 'actress', 'married']"
539,['Ravi Verma Actor'],"['https://en.wikipedia.org//wiki/File:Wiktionary-logo-v2.svg', 'https://en.wikipedia.org//wiki/File:Wikibooks-logo.svg', 'https://en.wikipedia.org//wiki/File:Wikiquote-logo.svg', 'https://en.wikipedia.org//wiki/File:Wikisource-logo.svg', 'https://en.wikipedia.org//wiki/File:Wikiversity-logo.svg', 'https://en.wikipedia.org//wiki/File:Commons-logo.svg', 'https://en.wikipedia.org//wiki/File:Wikivoyage-Logo-v3-icon.svg', 'https://en.wikipedia.org//wiki/File:Wikinews-logo.svg', 'https://en.wikipedia.org//wiki/File:Wikidata-logo.svg']",[]
540,['Ravi Kishan'],['https://en.wikipedia.org//wiki/File:Ravi-Kishan-FilmiTadka.JPG'],"['actor', 'married', 'actor', 'hosting', 'singer', 'general', 'general']"
541,['Ravi Prakash'],[],"['actor', 'modelling', 'actor']"
542,['P. Ravi Shankar'],[],"['actor', 'director', 'writer', 'actor', 'writer', 'singer', 'actress', 'actor', 'married', 'actor', 'successful', 'actor', 'actor', 'successful', 'actor', 'successful', 'actor', 'actor']"
543,['Ravi Teja'],['https://en.wikipedia.org//wiki/File:RaviTejaLatest.jpg'],"['actor', 'known for his work', 'comedy', 'director', 'actor', 'director', 'director', 'actor', 'actor', 'successful', 'actor', 'director', 'successful', 'comedy', 'director', 'director', 'successful', 'director', 'actor', 'powerful', 'director']"
544,['Ravichandran (Tamil actor)'],['https://en.wikipedia.org//wiki/File:Ravichandran_(Tamil_actor).jpg'],"['actor', 'married', 'actress']"
545,['V. Ravichandran'],[],"['actor', 'producer', 'producer', 'married', 'actor', 'comedy', 'singer', 'producer', 'actor']"
546,['Raza Murad'],"['https://en.wikipedia.org//wiki/File:Raza_Murad_in_2017_(cropped).jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'actor', 'writer', 'memorable', 'actor', 'successful']"
547,['Richard Rishi'],['https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg'],"['actor', 'actor']"
548,['Rishi Kapoor'],"['https://en.wikipedia.org//wiki/File:Rishi_Kapoor.jpg', 'https://en.wikipedia.org//wiki/File:Rishi_Kapoor_%26_Neetu_Singh_at_Rakesh_Roshan%E2%80%99s_birthday_bash.jpg', 'https://en.wikipedia.org//wiki/File:India_film_clapperboard_(variant).svg']","['actor', 'director', 'producer', 'known for his work', 'actor', 'actor', 'director', 'actor', 'successful', 'comedy', 'married', 'actress', 'actor', 'successful']"
549,['Riteish Deshmukh'],"['https://en.wikipedia.org//wiki/File:Riteish_Deshmukh_at_the_Promotion_of_%27Kyaa_Super_Kool_Hain_Hum%27_06.jpg', 'https://en.wikipedia.org//wiki/File:Riteish_Deshmukh,_Genelia_Dsouza_at_Success_bash_of_%27The_Dirty_Picture%27_(20).jpg']","['actor', 'producer', 'known for his work', 'comedy', 'successful', 'producer', 'successful', 'comedy', 'comedy', 'comedy', 'successful', 'producer', 'comedy', 'comedy', 'comedy', 'producer', 'singer', 'married', 'actor']"
550,['Riyaz Khan'],['https://en.wikipedia.org//wiki/File:Riyaz_Khan_at_the_Aagam_Audio_Launch.jpg'],"['actor', 'producer', 'married', 'actress', 'director']"
551,['Rockline Venkatesh'],"['https://en.wikipedia.org//wiki/File:Rockline_Venkatesh_at_CCL_4_Launch.jpg', 'https://en.wikipedia.org//wiki/File:Rockline-Venkatesh_at_KCKS_event.jpg']","['actor', 'producer', 'producer', 'actor']"
552,['Rohit Roy'],['https://en.wikipedia.org//wiki/File:Rohit_Roy.jpg'],"['actor', 'married', 'actress']"
553,['Ronit Roy'],"['https://en.wikipedia.org//wiki/File:Ronit_Roy.jpg', 'https://en.wikipedia.org//wiki/File:Ronit_Roy_with_brother_Rohit_Roy_at_Zee_Rishtey_Awards_2011..jpg', 'https://en.wikipedia.org//wiki/File:Ronit_Roy_at_Sony_TV_serial_Adaalat%E2%80%99s_400_episodes_celebration.jpg', 'https://en.wikipedia.org//wiki/File:Ronit_Roy_and_Neelam_Singh_at_IPL_2016_opening_ceremony.jpg']","['actor', 'actor', 'married', 'married', 'actress']"
554,['Roshan Seth'],[],"['actor', 'beautiful', 'actor', 'beautiful', 'actor', 'married']"
555,['S. Narayan'],[],"['successful', 'director', 'actor', 'successful']"
556,['S. Sathyendra'],"['https://en.wikipedia.org//wiki/File:Sathyendra_Title.jpg', 'https://en.wikipedia.org//wiki/File:Sathya_tic.jpg', 'https://en.wikipedia.org//wiki/File:Sathyendra.jpg']","['actor', 'actor', 'director', 'powerful', 'painter', 'writer', 'singer', 'director', 'honest']"
557,['S. J. Surya'],['https://en.wikipedia.org//wiki/File:SJ_Surya_at_Iraivi_Press_Meet.jpg'],"['director', 'screenwriter', 'actor', 'producer', 'actor', 'director', 'actor', 'actress', 'director', 'outstanding', 'actor', 'producer', 'comedy', 'director', 'actress', 'actor', 'successful', 'writer', 'producer', 'actor', 'director', 'director', 'comedy', 'comedy', 'producer', 'actor', 'producer', 'director', 'comedy', 'actor', 'actress', 'director', 'actress', 'director', 'comedy']"
558,['S. P. Balasubrahmanyam'],"['https://en.wikipedia.org//wiki/File:S._P._Balasubrahmanyam_in_2013.JPG', 'https://en.wikipedia.org//wiki/File:S._P._Balasubrahmanyam.jpg', 'https://en.wikipedia.org//wiki/File:Srimathumitha_with_SPB.jpg']","['singer', 'director', 'actor', 'producer', 'singer', 'singer', 'married', 'singer', 'producer', 'singer', 'comedy', 'director', 'singer', 'singer', 'successful', 'singer', 'actor', 'successful', 'successful', 'singer', 'singer', 'actor']"
559,['S. P. B. Charan'],['https://en.wikipedia.org//wiki/File:S._P._B._Charan.jpg'],"['singer', 'actor', 'producer', 'singer', 'singer', 'actor', 'producer', 'singer', 'married']"
560,['S. Shankar'],['https://en.wikipedia.org//wiki/File:Shankar_at_the_2.0_Trailer_Launch.jpg'],"['director', 'screenwriter', 'actor', 'director', 'director']"
561,['S. V. Ranga Rao'],"['https://en.wikipedia.org//wiki/File:SV_Ranga_Rao_2013_stamp_of_India.jpg', 'https://en.wikipedia.org//wiki/File:Svr_signature.jpg', 'https://en.wikipedia.org//wiki/File:SV_Ranga_Rao_(SVR),_Tummalapalli_Kshetrayya_Kalakshetram_Vijayawada.JPG']","['actor', 'director', 'producer', 'actor', 'actor', 'actor', 'married', 'married', 'general', 'actor']"
562,['Saandip'],['https://en.wikipedia.org//wiki/File:Saandip.jpg'],"['singer', 'actor', 'actor']"
563,['Sachet Engineer'],[],['actor']
564,['Sachin (actor)'],"['https://en.wikipedia.org//wiki/File:SachinPilgaonkar.jpg', 'https://en.wikipedia.org//wiki/File:Sachin-Supriya.jpg']","['actor', 'director', 'singer', 'producer', 'actor', 'successful', 'comedy', 'married', 'actress', 'successful', 'actor', 'successful', 'successful', 'comedy', 'comedy', 'comedy', 'director']"
565,['Sachin Khedekar'],['https://en.wikipedia.org//wiki/File:Sachin_Khedekar.jpg'],"['actor', 'director', 'known for his work']"
566,['Sadhu Kokila'],[],"['actor', 'director', 'producer', 'screenwriter', 'director', 'actor', 'actor', 'director', 'married']"
567,['Saeed Jaffrey'],['https://en.wikipedia.org//wiki/File:Saeed_Jaffrey_Portrait.jpg'],"['actor', 'actor', 'beautiful', 'actor', 'actor', 'writer', 'director', 'actor', 'director', 'actor', 'sensitive', 'actor', 'comedy', 'photographer', 'actor', 'beautiful', 'actress', 'married', 'director', 'actor']"
568,['Sahil Khan'],[],"['actor', 'comedy', 'married', 'actor', 'actor']"
569,['Sahil Shroff'],['https://en.wikipedia.org//wiki/File:Team_Don2.jpg'],"['actor', 'modelling']"
